YYYY,MM,DD,YY_MM,date,SST_MIN,SST_MAX,SST@90HS,SSTA@90HS,90th,DHW,BAA
2024,11,17,2024-K,17/11/2024,27.42,28.71,27.99,0.6733,0,0,0
2024,11,16,2024-K,16/11/2024,27.4,28.64,28.06,0.8203,0,0,0
2024,11,15,2024-K,15/11/2024,27.36,28.78,28.08,0.82,0,0,0
2024,11,14,2024-K,14/11/2024,27.12,28.71,27.8,0.68,0,0,0
2024,11,13,2024-K,13/11/2024,27.01,28.48,27.75,0.5929,0,0,0
2024,11,12,2024-K,12/11/2024,26.94,28.47,27.76,0.631,0,0,0
2024,11,11,2024-K,11/11/2024,26.95,28.34,27.61,0.7723,0,0,0
2024,11,10,2024-K,10/11/2024,26.89,28.32,27.53,0.7039,0,0,0
2024,11,9,2024-K,9/11/2024,26.84,28.29,27.58,0.8345,0,0,0
2024,11,8,2024-K,8/11/2024,26.83,28.1,27.54,0.6832,0,0,0
2024,11,7,2024-K,7/11/2024,26.63,28.02,27.53,0.6748,0,0,0
2024,11,6,2024-K,6/11/2024,26.63,27.95,27.5,0.7084,0,0,0
2024,11,5,2024-K,5/11/2024,26.67,27.89,27.37,0.6603,0,0,0
2024,11,4,2024-K,4/11/2024,26.56,27.82,27.36,0.5871,0,0,0
2024,11,3,2024-K,3/11/2024,26.53,27.74,27.3,0.5684,0,0,0
2024,11,2,2024-K,2/11/2024,26.35,27.86,27.2,0.5174,0,0,0
2024,11,1,2024-K,1/11/2024,26.46,27.6,27.23,0.5455,0,0,0
2024,10,31,2024-J,31/10/2024,26.33,27.56,27.07,0.6055,0,0,0
2024,10,30,2024-J,30/10/2024,26.59,27.61,27.23,0.7345,0,0,0
2024,10,29,2024-J,29/10/2024,26.54,27.67,27.19,0.7281,0,0,0
2024,10,28,2024-J,28/10/2024,26.51,27.74,27.19,0.7194,0,0,0
2024,10,27,2024-J,27/10/2024,26.47,27.88,27.22,0.8871,0,0,0
2024,10,26,2024-J,26/10/2024,26.63,27.91,27.24,0.9877,0,0,0
2024,10,25,2024-J,25/10/2024,26.69,28.07,27.31,1.0965,0,0,0
2024,10,24,2024-J,24/10/2024,26.55,27.94,27.4,1.1458,0,0,0
2024,10,23,2024-J,23/10/2024,26.55,27.92,27.29,1.0652,0,0,0
2024,10,22,2024-J,22/10/2024,26.48,27.67,27.08,0.929,0,0,0
2024,10,21,2024-J,21/10/2024,26.42,27.6,26.93,0.8855,0,0,0
2024,10,20,2024-J,20/10/2024,26.39,27.65,26.7,0.9226,0,0,0
2024,10,19,2024-J,19/10/2024,26.33,27.39,26.68,0.8481,0,0,0
2024,10,18,2024-J,18/10/2024,26.26,27.12,26.59,0.8094,0,0,0
2024,10,17,2024-J,17/10/2024,26.08,27.01,26.5,0.7816,0,0,0
2024,10,16,2024-J,16/10/2024,25.93,26.94,26.34,0.7039,0,0,0
2024,10,15,2024-J,15/10/2024,25.94,27.11,26.73,0.89,0,0,0
2024,10,14,2024-J,14/10/2024,25.99,27.12,26.66,0.8523,0,0,0
2024,10,13,2024-J,13/10/2024,26.01,27.18,26.48,0.9293,0,0,0
2024,10,12,2024-J,12/10/2024,26.16,27.25,26.5,0.876,0,0,0
2024,10,11,2024-J,11/10/2024,26.09,27.18,26.47,0.8993,0,0,0
2024,10,10,2024-J,10/10/2024,26.02,27.09,26.68,1.075,0,0,0
2024,10,9,2024-J,9/10/2024,25.95,26.78,26.33,1.022,0,0,0
2024,10,8,2024-J,8/10/2024,25.68,26.44,26.25,0.7863,0,0,0
2024,10,7,2024-J,7/10/2024,25.44,26.33,26.06,0.878,0,0,0
2024,10,6,2024-J,6/10/2024,25.45,26.3,26.04,0.71,0,0,0
2024,10,5,2024-J,5/10/2024,25.41,26.21,26,0.69,0,0,0
2024,10,4,2024-J,4/10/2024,25.24,26.18,25.95,0.7003,0,0,0
2024,10,3,2024-J,3/10/2024,25.28,26.19,25.95,0.734,0,0,0
2024,10,2,2024-J,2/10/2024,25.44,26.19,26.06,0.8247,0,0,0
2024,10,1,2024-J,1/10/2024,25.6,26.35,26.15,0.9173,0,0,0
2024,9,30,2024-I,30/9/2024,25.53,26.45,26.19,1.035,0,0,0
2024,9,29,2024-I,29/9/2024,25.46,26.4,26.15,1.0393,0,0,0
2024,9,28,2024-I,28/9/2024,25.5,26.27,26.04,0.911,0,0,0
2024,9,27,2024-I,27/9/2024,25.13,26.13,25.94,0.808,0,0,0
2024,9,26,2024-I,26/9/2024,24.72,26.04,25.85,0.7707,0,0,0
2024,9,25,2024-I,25/9/2024,24.79,26,25.82,0.7133,0,0,0
2024,9,24,2024-I,24/9/2024,24.68,25.94,25.74,0.678,0,0,0
2024,9,23,2024-I,23/9/2024,24.57,26.03,25.85,0.7727,0,0,0
2024,9,22,2024-I,22/9/2024,24.73,26.3,26.03,1.0153,0,0,0
2024,9,21,2024-I,21/9/2024,24.65,26.06,25.79,0.792,0,0,0
2024,9,20,2024-I,20/9/2024,24.53,25.89,25.56,0.5983,0,0,0
2024,9,19,2024-I,19/9/2024,24.17,25.71,25.42,0.5093,0,0,0
2024,9,18,2024-I,18/9/2024,24.17,25.74,25.51,0.603,0,0,0
2024,9,17,2024-I,17/9/2024,24.66,25.86,25.57,0.8793,0,0,0
2024,9,16,2024-I,16/9/2024,24.52,25.95,25.57,0.9923,0,0,0
2024,9,15,2024-I,15/9/2024,24.49,25.96,25.51,0.98,0,0,0
2024,9,14,2024-I,14/9/2024,24.54,25.82,25.61,0.8871,0,0,0
2024,9,13,2024-I,13/9/2024,24.5,25.93,25.69,0.9216,0,0,0
2024,9,12,2024-I,12/9/2024,24.39,25.94,25.66,0.9413,0,0,0
2024,9,11,2024-I,11/9/2024,24.39,25.91,25.56,0.8861,0,0,0
2024,9,10,2024-I,10/9/2024,24.38,25.79,25.57,0.9919,0,0,0
2024,9,9,2024-I,9/9/2024,24.28,25.85,25.58,1.0803,0,0,0
2024,9,8,2024-I,8/9/2024,24.17,25.89,25.56,0.9542,0,0,0
2024,9,7,2024-I,7/9/2024,24.28,25.75,25.61,0.9248,0,0,0
2024,9,6,2024-I,6/9/2024,24.28,25.81,25.63,1.0926,0,0,0
2024,9,5,2024-I,5/9/2024,24.35,25.74,25.62,1.0113,0,0,0
2024,9,4,2024-I,4/9/2024,24.49,25.78,25.63,1.1423,0,0,0
2024,9,3,2024-I,3/9/2024,24.47,25.84,25.65,1.1468,0,0,0
2024,9,2,2024-I,2/9/2024,24.67,25.88,25.73,1.2097,0,0,0
2024,9,1,2024-I,1/9/2024,24.55,25.83,25.66,1.1484,0,0,0
2024,8,31,2024-H,31/8/2024,24.33,25.81,25.56,1.0068,0,0,0
2024,8,30,2024-H,30/8/2024,24.12,25.8,25.55,1.0339,0,0,0
2024,8,29,2024-H,29/8/2024,24.03,25.72,25.49,0.9552,0,0,0
2024,8,28,2024-H,28/8/2024,23.96,25.58,25.38,0.9345,0,0,0
2024,8,27,2024-H,27/8/2024,23.96,25.57,25.43,0.9187,0,0,0
2024,8,26,2024-H,26/8/2024,23.81,25.63,25.43,0.949,0,0,0
2024,8,25,2024-H,25/8/2024,23.84,25.61,25.39,1.0094,0,0,0
2024,8,24,2024-H,24/8/2024,23.67,25.62,25.31,0.9287,0,0,0
2024,8,23,2024-H,23/8/2024,23.61,25.46,25.14,0.78,0,0,0
2024,8,22,2024-H,22/8/2024,23.49,25.42,25.02,0.6216,0,0,0
2024,8,21,2024-H,21/8/2024,23.45,25.51,25.2,0.8435,0,0,0
2024,8,20,2024-H,20/8/2024,23.34,25.55,25.19,0.8448,0,0,0
2024,8,19,2024-H,19/8/2024,23.44,25.48,25.07,0.6855,0,0,0
2024,8,18,2024-H,18/8/2024,23.42,25.52,24.97,0.8219,0,0,0
2024,8,17,2024-H,17/8/2024,23.37,25.54,25.1,0.8439,0,0,0
2024,8,16,2024-H,16/8/2024,23.17,25.44,24.96,0.7316,0,0,0
2024,8,15,2024-H,15/8/2024,22.99,25.4,24.85,0.71,0,0,0
2024,8,14,2024-H,14/8/2024,22.83,25.26,24.77,0.5829,0,0,0
2024,8,13,2024-H,13/8/2024,22.48,25.07,24.65,0.5103,0,0,0
2024,8,12,2024-H,12/8/2024,22.63,24.95,24.71,0.4639,0,0,0
2024,8,11,2024-H,11/8/2024,22.45,25.12,24.58,0.3026,0,0,0
2024,8,10,2024-H,10/8/2024,22.66,25.13,24.63,0.3648,0,0,0
2024,8,9,2024-H,9/8/2024,22.65,25.17,24.77,0.5297,0,0,0
2024,8,8,2024-H,8/8/2024,22.75,25.2,24.75,0.6039,0,0,0
2024,8,7,2024-H,7/8/2024,22.57,25.12,24.78,0.5432,0,0,0
2024,8,6,2024-H,6/8/2024,22.31,25.04,24.75,0.5106,0,0,0
2024,8,5,2024-H,5/8/2024,22.09,25.07,24.78,0.5187,0,0,0
2024,8,4,2024-H,4/8/2024,22.09,25,24.87,0.2971,0,0,0
2024,8,3,2024-H,3/8/2024,22.01,25.11,24.83,0.4981,0,0,0
2024,8,2,2024-H,2/8/2024,22.31,25.35,24.97,0.5984,0,0,0
2024,8,1,2024-H,1/8/2024,22.55,25.25,25.02,0.6106,0,0,0
2024,7,31,2024-G,31/7/2024,22.53,25.21,24.84,0.7416,0,0,0
2024,7,30,2024-G,30/7/2024,22.77,25.38,25.16,0.7803,0,0,0
2024,7,29,2024-G,29/7/2024,23.03,25.42,25.16,0.9468,0,0,0
2024,7,28,2024-G,28/7/2024,23.02,25.67,25.35,1.0823,0,0,0
2024,7,27,2024-G,27/7/2024,22.76,25.81,25.32,1.1119,0,0,0
2024,7,26,2024-G,26/7/2024,22.71,25.48,25.35,1.1755,0,0,0
2024,7,25,2024-G,25/7/2024,22.81,25.41,25.14,1.159,0,0,0
2024,7,24,2024-G,24/7/2024,22.75,25.51,25.14,0.9648,0,0,0
2024,7,23,2024-G,23/7/2024,22.78,25.46,25.13,1.0058,0,0,0
2024,7,22,2024-G,22/7/2024,22.82,25.37,25.21,1.2203,0,0,0
2024,7,21,2024-G,21/7/2024,22.9,25.46,25.31,1.2352,0,0,0
2024,7,20,2024-G,20/7/2024,22.88,25.61,25.3,1.0826,0,0,0
2024,7,19,2024-G,19/7/2024,23.18,25.54,25.41,1.2368,0,0,0
2024,7,18,2024-G,18/7/2024,23.32,25.74,25.53,1.4487,0,0,0
2024,7,17,2024-G,17/7/2024,23.35,25.75,25.52,1.2897,0,0,0
2024,7,16,2024-G,16/7/2024,23.55,25.72,25.6,1.3432,0,0,0
2024,7,15,2024-G,15/7/2024,23.64,25.77,25.66,1.48,0,0,0
2024,7,14,2024-G,14/7/2024,23.56,25.65,25.55,1.3497,0,0,0
2024,7,13,2024-G,13/7/2024,23.51,25.69,25.57,1.234,0,0,0
2024,7,12,2024-G,12/7/2024,23.57,25.8,25.6,1.244,0,0,0
2024,7,11,2024-G,11/7/2024,23.65,25.94,25.69,1.4153,0,0,0
2024,7,10,2024-G,10/7/2024,23.45,25.9,25.75,1.1567,0,0,0
2024,7,9,2024-G,9/7/2024,23.36,25.95,25.7,1.004,0,0,0
2024,7,8,2024-G,8/7/2024,23.44,26.05,25.79,1.1487,0,0,0
2024,7,7,2024-G,7/7/2024,23.69,26.16,25.96,1.284,0,0,0
2024,7,6,2024-G,6/7/2024,23.82,26.25,26.02,1.271,0,0,0
2024,7,5,2024-G,5/7/2024,23.92,26.34,26.08,1.5767,0,0,0
2024,7,4,2024-G,4/7/2024,24.08,26.28,25.98,1.4393,0,0,0
2024,7,3,2024-G,3/7/2024,24.07,26.28,26.06,1.352,0,0,0
2024,7,2,2024-G,2/7/2024,24.21,26.23,26.1,1.3763,0,0,0
2024,7,1,2024-G,1/7/2024,24.18,26.17,26.05,1.3707,0,0,0
2024,6,30,2024-F,30/6/2024,24.17,26.25,26.13,1.64,0,0,0
2024,6,29,2024-F,29/6/2024,23.95,26.29,26.16,1.348,0,0,0
2024,6,28,2024-F,28/6/2024,23.9,26.25,26.1,1.4257,0,0,0
2024,6,27,2024-F,27/6/2024,23.87,26.18,26.08,1.304,0,0,0
2024,6,26,2024-F,26/6/2024,23.63,26.19,25.89,1.115,0,0,0
2024,6,25,2024-F,25/6/2024,23.68,26.08,25.89,1.33,0,0,0
2024,6,24,2024-F,24/6/2024,23.71,26.06,25.89,1.179,0,0,0
2024,6,23,2024-F,23/6/2024,23.97,26.29,26.07,1.4633,0,0,0
2024,6,22,2024-F,22/6/2024,23.84,26.35,26.1,1.3267,0,0,0
2024,6,21,2024-F,21/6/2024,23.74,26.34,26.1,1.452,0,0,0
2024,6,20,2024-F,20/6/2024,23.73,26.27,26.02,1.285,0,0,0
2024,6,19,2024-F,19/6/2024,23.66,26.14,25.92,1.2,0,0.1429,0
2024,6,18,2024-F,18/6/2024,23.65,26.17,25.99,1.234,0,0.32,0
2024,6,17,2024-F,17/6/2024,23.5,26.22,25.98,1.4487,0,0.49,0
2024,6,16,2024-F,16/6/2024,23.62,26.17,25.98,1.1193,0,0.49,0
2024,6,15,2024-F,15/6/2024,23.73,26.17,25.88,1.19,0,0.49,0
2024,6,14,2024-F,14/6/2024,23.88,26.15,25.97,1.0013,0,0.49,0
2024,6,13,2024-F,13/6/2024,23.74,26.17,25.91,1.1094,0,0.49,0
2024,6,12,2024-F,12/6/2024,23.8,26.19,25.94,0.8258,0,0.49,0
2024,6,11,2024-F,11/6/2024,23.82,26.23,25.94,0.7703,0,0.49,0
2024,6,10,2024-F,10/6/2024,23.88,26.29,25.94,0.9348,0,0.49,0
2024,6,9,2024-F,9/6/2024,24.03,26.39,25.97,0.9058,0,0.49,0
2024,6,8,2024-F,8/6/2024,24.08,26.53,26.05,0.7858,0,0.49,0
2024,6,7,2024-F,7/6/2024,24.19,26.77,26.14,0.8603,0,0.49,0
2024,6,6,2024-F,6/6/2024,24.39,26.66,26.19,0.739,0,0.6471,0
2024,6,5,2024-F,5/6/2024,24.56,26.72,26.25,0.7623,0,0.79,0
2024,6,4,2024-F,4/6/2024,24.3,26.75,26.21,0.8465,0,0.79,0
2024,6,3,2024-F,3/6/2024,24.56,26.69,26.29,0.9139,0,0.79,0
2024,6,2,2024-F,2/6/2024,24.61,26.53,26.27,1.0258,0,0.79,0
2024,6,1,2024-F,1/6/2024,24.71,26.81,26.43,0.7587,0,0.9529,0
2024,5,31,2024-E,31/5/2024,24.55,26.69,26.29,0.8745,0,1.1157,0
2024,5,30,2024-E,30/5/2024,24.46,26.72,26.31,0.6016,0,1.2971,0
2024,5,29,2024-E,29/5/2024,24.62,26.75,26.3,0.8455,0,1.4929,0
2024,5,28,2024-E,28/5/2024,24.57,26.77,26.32,0.8258,0,1.6986,0
2024,5,27,2024-E,27/5/2024,24.61,26.8,26.48,0.9239,0,1.9,0
2024,5,26,2024-E,26/5/2024,24.64,26.84,26.53,0.97,0,2.12,0
2024,5,25,2024-E,25/5/2024,24.73,26.8,26.5,0.93,0,2.3314,0
2024,5,24,2024-E,24/5/2024,24.88,27.07,26.54,0.9687,0,2.5514,0
2024,5,23,2024-E,23/5/2024,24.89,27.12,26.7,1.0652,0,2.7714,0
2024,5,22,2024-E,22/5/2024,24.99,27.16,26.88,1.011,0,3.05,0
2024,5,21,2024-E,21/5/2024,25.19,27.23,26.91,1.0181,0,3.3057,0
2024,5,20,2024-E,20/5/2024,25.33,27.33,27.09,1.1352,0,3.5486,0
2024,5,19,2024-E,19/5/2024,25.61,27.29,27.18,1.4587,0,3.7971,0
2024,5,18,2024-E,18/5/2024,25.36,27.44,27.14,1.1161,0,4.01,0
2024,5,17,2024-E,17/5/2024,25.57,27.21,27.09,0.9848,0,4.2229,0
2024,5,16,2024-E,16/5/2024,25.09,27.21,26.99,1.1823,0,4.4157,0
2024,5,15,2024-E,15/5/2024,25.75,27.33,27.04,1.04,0,4.6057,0
2024,5,14,2024-E,14/5/2024,25.84,27.32,27.08,1.031,0,4.7957,0
2024,5,13,2024-E,13/5/2024,25.86,27.41,27.18,1.0767,0,4.9643,0
2024,5,12,2024-E,12/5/2024,25.81,27.48,27.14,1.014,0,5.1357,0
2024,5,11,2024-E,11/5/2024,25.8,27.71,27.27,1.1327,0,5.3129,0
2024,5,10,2024-E,10/5/2024,25.93,27.8,27.32,1.1067,0,5.5,0
2024,5,9,2024-E,9/5/2024,26.05,27.79,27.44,1.036,0,5.7357,0
2024,5,8,2024-E,8/5/2024,26.14,27.78,27.55,1.165,0,5.9771,0
2024,5,7,2024-E,7/5/2024,26.25,27.85,27.59,1.0933,0,6.1657,0
2024,5,6,2024-E,6/5/2024,26.17,27.82,27.61,1.05,0,6.3586,0
2024,5,5,2024-E,5/5/2024,26.05,27.78,27.65,1.1367,0,6.5429,0
2024,5,4,2024-E,4/5/2024,26.17,27.8,27.7,1.1033,0,6.71,0
2024,5,3,2024-E,3/5/2024,26.33,28.23,27.94,1.328,0,6.8743,0
2024,5,2,2024-E,2/5/2024,26.42,27.96,27.81,1.1323,0,7.0457,0
2024,5,1,2024-E,1/5/2024,26.48,27.94,27.79,1.114,0,7.2471,0
2024,4,30,2024-D,30/4/2024,26.61,27.88,27.74,1.07,0,7.5,0
2024,4,29,2024-D,29/4/2024,26.71,28,27.85,1.2207,0,7.7514,0
2024,4,28,2024-D,28/4/2024,26.89,28.16,27.86,1.2343,0,7.93,0
2024,4,27,2024-D,27/4/2024,27.05,28.21,27.98,1.318,0,8.1043,0
2024,4,26,2024-D,26/4/2024,27.07,28.35,28.05,1.3437,0,8.2471,0
2024,4,25,2024-D,25/4/2024,27.13,28.45,28.14,1.41,0,8.3986,0
2024,4,24,2024-D,24/4/2024,27.18,28.49,28.22,1.308,0,8.57,0
2024,4,23,2024-D,23/4/2024,27.27,28.74,28.36,1.3693,0,8.7757,0
2024,4,22,2024-D,22/4/2024,27.48,28.65,28.37,1.3873,0,8.9929,0
2024,4,21,2024-D,21/4/2024,27.44,28.73,28.32,1.448,0,9.1871,0
2024,4,20,2024-D,20/4/2024,27.5,28.87,28.57,1.6117,0,9.3671,1
2024,4,19,2024-D,19/4/2024,27.07,28.73,28.5,1.4773,0,9.5357,1
2024,4,18,2024-D,18/4/2024,27.78,28.6,28.44,1.411,0,9.5357,1
2024,4,17,2024-D,17/4/2024,27.8,28.76,28.5,1.41,0,9.7286,1
2024,4,16,2024-D,16/4/2024,27.77,28.65,28.53,1.42,0,9.9414,1
2024,4,15,2024-D,15/4/2024,27.92,28.78,28.57,1.4,0,10.1543,1
2024,4,14,2024-D,14/4/2024,28.05,28.84,28.66,1.5119,0.09,10.3471,1
2024,4,13,2024-D,13/4/2024,28.27,29,28.79,1.5752,0.21,10.5171,1
2024,4,12,2024-D,12/4/2024,28.42,29.1,28.92,1.7229,0.31,10.5171,1
2024,4,11,2024-D,11/4/2024,28.6,29.31,29.08,1.8016,0.52,10.5171,1
2024,4,10,2024-D,10/4/2024,28.75,29.36,29.14,1.8665,0.54,10.6671,1
2024,4,9,2024-D,9/4/2024,28.7,29.46,29.2,1.8674,0.64,10.8286,1
2024,4,8,2024-D,8/4/2024,28.26,29.18,28.98,1.6258,0.4,10.99,1
2024,4,7,2024-D,7/4/2024,27.93,29.06,28.7,1.3303,0.08,10.99,1
2024,4,6,2024-D,6/4/2024,28,29.39,28.97,1.58,0.32,10.99,1
2024,4,5,2024-D,5/4/2024,27.9,29.14,28.84,1.3968,0.22,11.1414,1
2024,4,4,2024-D,4/4/2024,28.12,28.93,28.66,1.1448,0.03,11.3014,1
2024,4,3,2024-D,3/4/2024,28.19,29.19,28.9,1.3571,0.27,11.4914,4
2024,4,2,2024-D,2/4/2024,28.26,29.28,29.04,1.4594,0.39,11.6786,4
2024,4,1,2024-D,1/4/2024,28.25,29.47,29.1,1.4735,0.47,11.8871,4
2024,3,31,2024-C,31/3/2024,28.26,29.4,29.1,1.4839,0.47,12.0986,4
2024,3,30,2024-C,30/3/2024,28.26,29.77,29.32,1.6503,0.69,12.2971,4
2024,3,29,2024-C,29/3/2024,28.39,30.08,29.54,1.8381,0.94,12.5171,4
2024,3,28,2024-C,28/3/2024,28.6,30.15,29.63,1.8858,1,12.74,4
2024,3,27,2024-C,27/3/2024,28.56,30.47,29.87,2.09,1.24,12.8057,4
2024,3,26,2024-C,26/3/2024,28.14,30.31,29.78,1.9558,1.19,12.8271,4
2024,3,25,2024-C,25/3/2024,28.32,29.83,29.36,1.5603,0.75,12.8343,1
2024,3,24,2024-C,24/3/2024,28.08,29.52,29.11,1.2513,0.48,13.0071,1
2024,3,23,2024-C,23/3/2024,28.33,29.52,29.22,1.3952,0.6,13.1971,1
2024,3,22,2024-C,22/3/2024,28.44,29.7,29.44,1.5464,0.8,13.3771,1
2024,3,21,2024-C,21/3/2024,28.31,29.31,29.07,1.2226,0.5,13.5457,4
2024,3,20,2024-C,20/3/2024,28.39,29.52,29.21,1.3303,0.6,13.5457,4
2024,3,19,2024-C,19/3/2024,28.34,29.48,29.21,1.2313,0.57,13.5457,4
2024,3,18,2024-C,18/3/2024,28.65,29.45,29.26,1.3132,0.66,13.5457,4
2024,3,17,2024-C,17/3/2024,28.81,29.49,29.33,1.3742,0.76,13.5457,4
2024,3,16,2024-C,16/3/2024,28.88,29.76,29.5,1.5171,0.93,13.5457,4
2024,3,15,2024-C,15/3/2024,28.92,29.97,29.66,1.65,1.1,13.5457,4
2024,3,14,2024-C,14/3/2024,28.95,29.75,29.56,1.531,1,13.3886,4
2024,3,13,2024-C,13/3/2024,28.46,29.88,29.47,1.4114,0.89,13.2457,4
2024,3,12,2024-C,12/3/2024,28.6,29.65,29.44,1.3731,0.88,13.2457,4
2024,3,11,2024-C,11/3/2024,28.68,29.7,29.52,1.3179,0.93,13.2457,4
2024,3,10,2024-C,10/3/2024,28.8,29.98,29.77,1.5952,1.14,13.2457,4
2024,3,9,2024-C,9/3/2024,28.9,29.84,29.7,1.5841,1.14,13.0829,4
2024,3,8,2024-C,8/3/2024,28.94,29.98,29.83,1.6872,1.27,12.92,4
2024,3,7,2024-C,7/3/2024,28.94,30.14,29.94,1.7755,1.37,12.7386,4
2024,3,6,2024-C,6/3/2024,29.12,30.18,30,1.8262,1.44,12.5429,4
2024,3,5,2024-C,5/3/2024,29.18,30.14,30.01,1.7834,1.41,12.3371,4
2024,3,4,2024-C,4/3/2024,29.3,30.27,30.12,1.8938,1.54,12.1357,4
2024,3,3,2024-C,3/3/2024,29.12,30.3,30.05,1.8141,1.48,11.9157,4
2024,3,2,2024-C,2/3/2024,28.94,30.33,30.1,1.7772,1.54,11.7043,4
2024,3,1,2024-C,1/3/2024,28.93,30.39,30.19,1.8297,1.54,11.4843,4
2024,2,29,2024-B,29/2/2024,28.92,30.94,30.58,2.1479,1.95,11.2643,4
2024,2,28,2024-B,28/2/2024,29.07,30.81,30.42,2.0052,1.79,10.9857,4
2024,2,27,2024-B,27/2/2024,29.18,30.9,30.32,1.8945,1.7,10.73,4
2024,2,26,2024-B,26/2/2024,29.15,30.83,30.46,1.9638,1.74,10.4871,4
2024,2,25,2024-B,25/2/2024,29.28,30.6,30.07,1.6348,1.49,10.2386,4
2024,2,24,2024-B,24/2/2024,29.42,30.57,30.11,1.6172,1.49,10.0257,4
2024,2,23,2024-B,23/2/2024,29.47,30.4,29.94,1.4714,1.35,9.8129,4
2024,2,22,2024-B,22/2/2024,29.49,30.28,29.95,1.4434,1.33,9.62,4
2024,2,21,2024-B,21/2/2024,29.54,30.28,29.95,1.4231,1.33,9.43,4
2024,2,20,2024-B,20/2/2024,29.53,30,29.86,1.2903,1.18,9.24,4
2024,2,19,2024-B,19/2/2024,29.42,30.02,29.84,1.2772,1.2,9.0714,4
2024,2,18,2024-B,18/2/2024,29.48,30.1,29.87,1.299,1.24,8.9,4
2024,2,17,2024-B,17/2/2024,29.44,30.38,29.98,1.3479,1.31,8.7229,4
2024,2,16,2024-B,16/2/2024,29.67,30.6,30.41,1.6728,1.65,8.5357,4
2024,2,15,2024-B,15/2/2024,29.68,30.58,30.28,1.69,1.69,8.3,4
2024,2,14,2024-B,14/2/2024,29.5,30.26,29.88,1.3223,1.32,8.0586,4
2024,2,13,2024-B,13/2/2024,29.43,30.21,30.08,1.3571,1.35,7.87,3
2024,2,12,2024-B,12/2/2024,29.33,30.2,30.03,1.3026,1.29,7.6771,3
2024,2,11,2024-B,11/2/2024,29.38,30.26,30.01,1.1945,1.17,7.4929,3
2024,2,10,2024-B,10/2/2024,29.36,30.18,29.93,1.1726,1.15,7.3257,3
2024,2,9,2024-B,9/2/2024,29.17,30.37,29.99,1.231,1.2,7.1614,3
2024,2,8,2024-B,8/2/2024,29.24,30.36,30.32,1.4439,1.41,6.99,3
2024,2,7,2024-B,7/2/2024,29.33,30.95,30.53,1.8087,1.77,6.7886,3
2024,2,6,2024-B,6/2/2024,29.07,30.84,30.47,1.8123,1.76,6.5357,3
2024,2,5,2024-B,5/2/2024,28.77,30.19,30.11,1.2952,1.25,6.2843,3
2024,2,4,2024-B,4/2/2024,28.68,30.16,29.91,1.2874,1.22,6.1057,3
2024,2,3,2024-B,3/2/2024,28.31,29.96,29.66,1.0735,1,5.9314,3
2024,2,2,2024-B,2/2/2024,28.59,30.02,29.76,1.1439,1.06,5.7886,3
2024,2,1,2024-B,1/2/2024,28.42,30.17,29.84,1.2858,1.2,5.6371,3
2024,1,31,2024-A,31/1/2024,28.58,30.39,30.05,1.5271,1.44,5.4657,3
2024,1,30,2024-A,30/1/2024,28.35,30.87,30.15,1.6181,1.52,5.26,3
2024,1,29,2024-A,29/1/2024,28.29,30.41,30.09,1.4477,1.36,5.0429,3
2024,1,28,2024-A,28/1/2024,28.27,30.27,29.94,1.3413,1.26,4.8486,3
2024,1,27,2024-A,27/1/2024,28.5,30.15,30.04,1.2842,1.18,4.6686,3
2024,1,26,2024-A,26/1/2024,28.7,29.93,29.59,1.0503,0.96,4.5,3
2024,1,25,2024-A,25/1/2024,29,30.31,29.97,1.4381,1.35,4.5,3
2024,1,24,2024-A,24/1/2024,29.15,30.41,30.07,1.5681,1.49,4.3071,3
2024,1,23,2024-A,23/1/2024,29.16,30.53,30.11,1.5939,1.49,4.0943,3
2024,1,22,2024-A,22/1/2024,29.04,30.27,30.02,1.4816,1.35,3.8814,2
2024,1,21,2024-A,21/1/2024,29.03,29.91,29.75,1.2465,1.19,3.6886,2
2024,1,20,2024-A,20/1/2024,28.92,29.81,29.53,1.0339,0.95,3.5186,2
2024,1,19,2024-A,19/1/2024,29.06,29.75,29.44,0.941,0.88,3.5186,2
2024,1,18,2024-A,18/1/2024,29.07,29.93,29.62,1.1494,1.05,3.5186,2
2024,1,17,2024-A,17/1/2024,29.12,29.97,29.71,1.2703,1.13,3.3686,2
2024,1,16,2024-A,16/1/2024,29.21,30.03,29.73,1.2945,1.13,3.2071,2
2024,1,15,2024-A,15/1/2024,29.13,29.57,29.5,0.97,0.79,3.0457,2
2024,1,14,2024-A,14/1/2024,29.1,29.72,29.55,1.0932,0.88,3.0457,2
2024,1,13,2024-A,13/1/2024,29.4,29.9,29.85,1.2258,1.06,3.0457,2
2024,1,12,2024-A,12/1/2024,29.34,29.97,29.74,1.38,1.12,2.8943,2
2024,1,11,2024-A,11/1/2024,29.49,30.16,30.06,1.6019,1.33,2.7343,2
2024,1,10,2024-A,10/1/2024,29.26,30.17,30.1,1.5855,1.31,2.5443,2
2024,1,9,2024-A,9/1/2024,29.53,30.34,30.09,1.7839,1.46,2.3571,2
2024,1,8,2024-A,8/1/2024,29.46,30.4,30.11,1.8235,1.48,2.1486,2
2024,1,7,2024-A,7/1/2024,29.55,30.54,30.06,1.7706,1.39,1.9371,2
2024,1,6,2024-A,6/1/2024,29.59,30.64,30.2,1.9274,1.54,1.7386,2
2024,1,5,2024-A,5/1/2024,29.39,30.68,30.17,1.95,1.56,1.5186,2
